content,group,seg_tokens,pos_tags,word_pos_pairs,clean_tokens
在飞机上被小屁孩吵了一路。,Group_Child,在 飞机 上 被 小屁孩 吵 了 一路 。,p n f p nr v ul m x,在/p 飞机/n 上/f 被/p 小屁孩/nr 吵/v 了/ul 一路/m 。/x,"['飞机', '一路']"
毛都没长齐的小屁孩就别瞎上网了，好吗？,Group_Child,毛 都 没长 齐 的 小屁孩 就别 瞎 上网 了 ， 好 吗 ？,nr d v a uj nr d v v ul x a y x,毛/nr 都/d 没长/v 齐/a 的/uj 小屁孩/nr 就别/d 瞎/v 上网/v 了/ul ，/x 好/a 吗/y ？/x,"['没长', '就别', '上网']"
小屁孩真的欠收拾。,Group_Child,小屁孩 真的 欠 收拾 。,nr d v v x,小屁孩/nr 真的/d 欠/v 收拾/v 。/x,['收拾']
他以前挺黏人的，现在是到叛逆期了吗？,Group_Child,他 以前 挺 黏人 的 ， 现在 是 到 叛逆 期 了 吗 ？,r f d n uj x t v v v q ul y x,他/r 以前/f 挺/d 黏人/n 的/uj ，/x 现在/t 是/v 到/v 叛逆/v 期/q 了/ul 吗/y ？/x,"['黏人', '叛逆']"
我要被这些小屁孩笑死了。,Group_Child,我 要 被 这些 小屁孩 笑 死 了 。,r v p r nr v v ul x,我/r 要/v 被/p 这些/r 小屁孩/nr 笑/v 死/v 了/ul 。/x,[]
他看起来像个偷穿大人衣服的小屁孩。,Group_Child,他 看起来 像 个 偷 穿 大人 衣服 的 小屁孩 。,r v v q v v n n uj nr x,他/r 看起来/v 像/v 个/q 偷/v 穿/v 大人/n 衣服/n 的/uj 小屁孩/nr 。/x,"['看起来', '大人', '衣服']"
幼儿园的小屁孩哪里认识这个字？,Group_Child,幼儿园 的 小屁孩 哪里 认识 这个 字 ？,nr uj nr r v r n x,幼儿园/nr 的/uj 小屁孩/nr 哪里/r 认识/v 这个/r 字/n ？/x,['幼儿园']
我快被那个小屁孩气死了！,Group_Child,我 快 被 那个 小屁孩 气死 了 ！,r a p r nr n ul x,我/r 快/a 被/p 那个/r 小屁孩/nr 气死/n 了/ul ！/x,['气死']
04年出生的人在我印象里还是个小屁孩。,Group_Child,04 年 出生 的 人 在 我 印象 里 还是 个 小屁孩 。,m m v uj n p r n f c q nr x,04/m 年/m 出生/v 的/uj 人/n 在/p 我/r 印象/n 里/f 还是/c 个/q 小屁孩/nr 。/x,"['04', '出生', '印象']"
我就不该理这帮小屁孩。,Group_Child,我 就 不该 理 这帮 小屁孩 。,r d v n mq nr x,我/r 就/d 不该/v 理/n 这帮/mq 小屁孩/nr 。/x,"['不该', '这帮']"
那几个小屁孩真是尬死我了。,Group_Child,那 几个 小屁孩 真是 尬 死 我 了 。,r m nr d x v r ul x,那/r 几个/m 小屁孩/nr 真是/d 尬/x 死/v 我/r 了/ul 。/x,[]
暴躁的我碰上叛逆期的儿子，两人总是在吵架。,Group_Child,暴躁 的 我 碰上 叛逆 期 的 儿子 ， 两 人 总是 在 吵架 。,a uj r v v q uj n x m n c p v x,暴躁/a 的/uj 我/r 碰上/v 叛逆/v 期/q 的/uj 儿子/n ，/x 两/m 人/n 总是/c 在/p 吵架/v 。/x,"['暴躁', '碰上', '叛逆', '吵架']"
连着两个晚上，那个小屁孩都不睡觉，我人都哄麻了。,Group_Child,连 着 两个 晚上 ， 那个 小屁孩 都 不 睡觉 ， 我人 都 哄 麻 了 。,nr uz m t x r nr d d v x r d v n ul x,连/nr 着/uz 两个/m 晚上/t ，/x 那个/r 小屁孩/nr 都/d 不/d 睡觉/v ，/x 我人/r 都/d 哄/v 麻/n 了/ul 。/x,"['晚上', '睡觉', '我人']"
他在剧里的表现就像个没长大的小屁孩。,Group_Child,他 在 剧里 的 表现 就 像 个 没 长大 的 小屁孩 。,r p n uj v d v q v ns uj nr x,他/r 在/p 剧里/n 的/uj 表现/v 就/d 像/v 个/q 没/v 长大/ns 的/uj 小屁孩/nr 。/x,"['剧里', '表现', '长大']"
他以前是个小屁孩，现在说话更能拿捏住人了。,Group_Child,他 以前 是 个 小屁孩 ， 现在 说话 更 能 拿捏 住 人 了 。,r f v q nr x t v d v v v n ul x,他/r 以前/f 是/v 个/q 小屁孩/nr ，/x 现在/t 说话/v 更/d 能/v 拿捏/v 住/v 人/n 了/ul 。/x,"['说话', '拿捏']"
这个小屁孩嘴上说不在乎，其实在乎得很。,Group_Child,这个 小屁孩 嘴上 说 不在乎 ， 其实 在乎 得 很 。,r nr s v i x d v ud d x,这个/r 小屁孩/nr 嘴上/s 说/v 不在乎/i ，/x 其实/d 在乎/v 得/ud 很/d 。/x,"['嘴上', '不在乎', '在乎']"
我今天成功吓哭了两个小屁孩。,Group_Child,我 今天 成功 吓哭 了 两个 小屁孩 。,r t a v ul m nr x,我/r 今天/t 成功/a 吓哭/v 了/ul 两个/m 小屁孩/nr 。/x,"['成功', '吓哭']"
坐高铁被一群小屁孩包围了，真难受。,Group_Child,坐 高铁 被 一群 小屁孩 包围 了 ， 真 难受 。,v n p m nr v ul x d v x,坐/v 高铁/n 被/p 一群/m 小屁孩/nr 包围/v 了/ul ，/x 真/d 难受/v 。/x,"['高铁', '包围', '难受']"
搞不懂现在的小屁孩在干什么，晚自习的时候就知道嗡嗡嗡地吵。,Group_Child,搞不懂 现在 的 小屁孩 在 干什么 ， 晚自习 的 时候 就 知道 嗡 嗡嗡地 吵 。,l t uj nr p l x n uj n d v zg z v x,搞不懂/l 现在/t 的/uj 小屁孩/nr 在/p 干什么/l ，/x 晚自习/n 的/uj 时候/n 就/d 知道/v 嗡/zg 嗡嗡地/z 吵/v 。/x,"['搞不懂', '干什么', '晚自习', '嗡嗡地']"
我姨妈痛得要死，还要给这群小屁孩补课。,Group_Child,我 姨妈 痛 得 要死 ， 还要 给 这 群 小屁孩 补课 。,r n a ud v x c p r q nr v x,我/r 姨妈/n 痛/a 得/ud 要死/v ，/x 还要/c 给/p 这/r 群/q 小屁孩/nr 补课/v 。/x,"['姨妈', '要死', '还要', '补课']"
我的女儿似乎一出生，就直接进入了叛逆期。,Group_Child,我 的 女儿 似乎 一 出生 ， 就 直接 进入 了 叛逆 期 。,r uj n d m v x d ad v ul v n x,我/r 的/uj 女儿/n 似乎/d 一/m 出生/v ，/x 就/d 直接/ad 进入/v 了/ul 叛逆/v 期/n 。/x,"['出生', '叛逆']"
一群小屁孩居然敢在大街上绑架侯爷的儿子。,Group_Child,一群 小屁孩 居然 敢 在 大街 上 绑架 侯爷 的 儿子 。,m nr d v p ns f v nr uj n x,一群/m 小屁孩/nr 居然/d 敢/v 在/p 大街/ns 上/f 绑架/v 侯爷/nr 的/uj 儿子/n 。/x,"['大街', '绑架', '侯爷']"
真不知道她父母怎么想的，就因为孩子叛逆，就把她送去那种学校。,Group_Child,真不知道 她 父母 怎么 想 的 ， 就 因为 孩子 叛逆 ， 就 把 她 送 去 那种 学校 。,i r n r v uj x d c n v x d p r v v r n x,真不知道/i 她/r 父母/n 怎么/r 想/v 的/uj ，/x 就/d 因为/c 孩子/n 叛逆/v ，/x 就/d 把/p 她/r 送/v 去/v 那种/r 学校/n 。/x,"['真不知道', '叛逆', '那种', '学校']"
那个未成年人太叛逆了，她妈妈说不听话就不要这个女儿了。,Group_Child,那个 未成年人 太 叛逆 了 ， 她 妈妈 说 不听话 就 不要 这个 女儿 了 。,r l d v ul x r n v l d df r n ul x,那个/r 未成年人/l 太/d 叛逆/v 了/ul ，/x 她/r 妈妈/n 说/v 不听话/l 就/d 不要/df 这个/r 女儿/n 了/ul 。/x,"['未成年人', '叛逆', '妈妈', '不听话']"
那个小屁孩一被批评，就哭着跑去爷爷面前卖惨。,Group_Child,那个 小屁孩 一 被 批评 ， 就 哭 着 跑 去 爷爷 面前 卖 惨 。,r nr m p v x d v uz v v n f v a x,那个/r 小屁孩/nr 一/m 被/p 批评/v ，/x 就/d 哭/v 着/uz 跑/v 去/v 爷爷/n 面前/f 卖/v 惨/a 。/x,"['批评', '爷爷', '面前']"
有些营销号就像不知天高地厚的叛逆少年。,Group_Child,有些 营销 号 就 像 不知天高地厚 的 叛逆 少年 。,r vn m d v i uj v m x,有些/r 营销/vn 号/m 就/d 像/v 不知天高地厚/i 的/uj 叛逆/v 少年/m 。/x,"['营销', '不知天高地厚', '叛逆', '少年']"
一堆小屁孩硬说是抄袭的。,Group_Child,一堆 小屁孩 硬说是 抄袭 的 。,m nr l v uj x,一堆/m 小屁孩/nr 硬说是/l 抄袭/v 的/uj 。/x,"['一堆', '硬说是', '抄袭']"
她25岁了，痛经没带药，还像个在教室里哭的小屁孩。,Group_Child,她 25 岁 了 ， 痛经 没带 药 ， 还 像 个 在 教室 里 哭 的 小屁孩 。,r m m ul x d v n x d v q p n f v uj nr x,她/r 25/m 岁/m 了/ul ，/x 痛经/d 没带/v 药/n ，/x 还/d 像/v 个/q 在/p 教室/n 里/f 哭/v 的/uj 小屁孩/nr 。/x,"['25', '痛经', '没带', '教室']"
熊孩子一出现就很拽！,Group_Child,熊孩子 一 出现 就 很 拽 ！,x m v d d v x,熊孩子/x 一/m 出现/v 就/d 很/d 拽/v ！/x,['熊孩子']
他们从不反思自己，只会责怪你的叛逆和不听话。,Group_Child,他们 从不 反思 自己 ， 只 会 责怪 你 的 叛逆 和 不听话 。,r d v r x d v v r uj v c l x,他们/r 从不/d 反思/v 自己/r ，/x 只/d 会/v 责怪/v 你/r 的/uj 叛逆/v 和/c 不听话/l 。/x,"['从不', '反思', '责怪', '叛逆', '不听话']"
说了不许和小屁孩玩，我真的生气了！,Group_Child,说 了 不许 和 小屁孩 玩 ， 我 真的 生气 了 ！,v ul d c nr v x r d n ul x,说/v 了/ul 不许/d 和/c 小屁孩/nr 玩/v ，/x 我/r 真的/d 生气/n 了/ul ！/x,"['不许', '生气']"
垃圾人真是什么年龄段都有，小屁孩里有垃圾人，大人里也有。,Group_Child,垃圾 人 真是 什么 年龄段 都 有 ， 小屁孩 里 有 垃圾 人 ， 大人 里 也 有 。,n n d r n d v x nr f v n n x n f d v x,垃圾/n 人/n 真是/d 什么/r 年龄段/n 都/d 有/v ，/x 小屁孩/nr 里/f 有/v 垃圾/n 人/n ，/x 大人/n 里/f 也/d 有/v 。/x,"['垃圾', '年龄段', '垃圾', '大人']"
那个中二的小屁孩又在耍帅了。,Group_Child,那个 中二 的 小屁孩 又 在 耍 帅 了 。,r t uj nr d p v a ul x,那个/r 中二/t 的/uj 小屁孩/nr 又/d 在/p 耍/v 帅/a 了/ul 。/x,['中二']
我再也不想理这些小屁孩了。,Group_Child,我 再也 不想 理 这些 小屁孩 了 。,r d v n r nr ul x,我/r 再也/d 不想/v 理/n 这些/r 小屁孩/nr 了/ul 。/x,['再也']
熊孩子犯傻事是常态。,Group_Child,熊孩子 犯傻 事 是 常态 。,x v n v n x,熊孩子/x 犯傻/v 事/n 是/v 常态/n 。/x,"['熊孩子', '犯傻', '常态']"
路过一个十三四岁的小屁孩，他正大声地对朋友说话。,Group_Child,路过 一个十三四岁 的 小屁孩 ， 他 正 大声 地 对 朋友 说话 。,v m uj nr x r d m uv p n v x,路过/v 一个十三四岁/m 的/uj 小屁孩/nr ，/x 他/r 正/d 大声/m 地/uv 对/p 朋友/n 说话/v 。/x,"['路过', '一个十三四岁', '大声', '朋友', '说话']"
他还是那个受了委屈就想找人哭诉的小屁孩。,Group_Child,他 还是 那个 受 了 委屈 就 想 找 人 哭诉 的 小屁孩 。,r c r v ul v d v v n v uj nr x,他/r 还是/c 那个/r 受/v 了/ul 委屈/v 就/d 想/v 找/v 人/n 哭诉/v 的/uj 小屁孩/nr 。/x,"['委屈', '哭诉']"
哪来那么多意见，真是个本事没有麻烦不少的小屁孩。,Group_Child,哪 来 那么 多 意见 ， 真是 个 本事 没有 麻烦 不少 的 小屁孩 。,r v r m n x d q r v an d uj nr x,哪/r 来/v 那么/r 多/m 意见/n ，/x 真是/d 个/q 本事/r 没有/v 麻烦/an 不少/d 的/uj 小屁孩/nr 。/x,"['意见', '本事', '麻烦', '不少']"
就该重拳出击这些熊孩子和熊家长。,Group_Child,就 该 重拳出击 这些 熊孩子 和 熊 家长 。,d r i r x c nr n x,就/d 该/r 重拳出击/i 这些/r 熊孩子/x 和/c 熊/nr 家长/n 。/x,"['重拳出击', '熊孩子', '家长']"
妈宝男很害怕把自己的孩子也养成一个小屁孩。,Group_Child,妈 宝男 很 害怕 把 自己 的 孩子 也 养成 一个 小屁孩 。,n nr d v p r uj n d v m nr x,妈/n 宝男/nr 很/d 害怕/v 把/p 自己/r 的/uj 孩子/n 也/d 养成/v 一个/m 小屁孩/nr 。/x,"['宝男', '害怕', '养成']"
能不能立法禁止小屁孩上高铁？,Group_Child,能 不能 立法 禁止 小屁孩 上 高铁 ？,v v d v nr f n x,能/v 不能/v 立法/d 禁止/v 小屁孩/nr 上/f 高铁/n ？/x,"['立法', '禁止', '高铁']"
有个小屁孩莫名其妙拿东西刮我，真是个死熊孩子。,Group_Child,有个 小屁孩 莫名其妙 拿 东西 刮 我 ， 真是 个 死 熊孩子 。,r nr i v ns v r x d m v x x,有个/r 小屁孩/nr 莫名其妙/i 拿/v 东西/ns 刮/v 我/r ，/x 真是/d 个/m 死/v 熊孩子/x 。/x,"['有个', '莫名其妙', '熊孩子']"
他们就像两个小屁孩，三更半夜突发奇想去楼下玩。,Group_Child,他们 就 像 两个 小屁孩 ， 三更半夜 突发奇想 去 楼下 玩 。,r d v m nr x i i v s v x,他们/r 就/d 像/v 两个/m 小屁孩/nr ，/x 三更半夜/i 突发奇想/i 去/v 楼下/s 玩/v 。/x,"['三更半夜', '突发奇想', '楼下']"
我妹一个16岁的小屁孩，今天居然收到花了。,Group_Child,我 妹 一个 16 岁 的 小屁孩 ， 今天 居然 收到 花 了 。,r n m m m uj nr x t d v v ul x,我/r 妹/n 一个/m 16/m 岁/m 的/uj 小屁孩/nr ，/x 今天/t 居然/d 收到/v 花/v 了/ul 。/x,"['16', '收到']"
那个小屁孩从小就鬼头鬼脑，还特别臭美爱拍照。,Group_Child,那个 小屁孩 从小 就 鬼头鬼脑 ， 还 特别 臭美 爱 拍照 。,r nr d d i x d d n v v x,那个/r 小屁孩/nr 从小/d 就/d 鬼头鬼脑/i ，/x 还/d 特别/d 臭美/n 爱/v 拍照/v 。/x,"['从小', '鬼头鬼脑', '特别', '臭美', '拍照']"
我天天跟一个十三四岁的小屁孩打游戏。,Group_Child,我 天天 跟 一个十三四岁 的 小屁孩 打游戏 。,r t p m uj nr l x,我/r 天天/t 跟/p 一个十三四岁/m 的/uj 小屁孩/nr 打游戏/l 。/x,"['天天', '一个十三四岁', '打游戏']"
电影院里小屁孩太多了，我都不想去了。,Group_Child,电影院 里 小屁孩 太 多 了 ， 我 都 不想 去 了 。,n f nr d m ul x r d v v ul x,电影院/n 里/f 小屁孩/nr 太/d 多/m 了/ul ，/x 我/r 都/d 不想/v 去/v 了/ul 。/x,['电影院']
看着这两个小屁孩，真是累啊。,Group_Child,看着 这 两个 小屁孩 ， 真是 累 啊 。,v r m nr x d a y x,看着/v 这/r 两个/m 小屁孩/nr ，/x 真是/d 累/a 啊/y 。/x,[]
随便一个小屁孩都能掀开她的马车，把她当稀罕物看。,Group_Child,随便 一个 小屁孩 都 能 掀开 她 的 马车 ， 把 她 当 稀罕物 看 。,d m nr d v v r uj n x p r p n v x,随便/d 一个/m 小屁孩/nr 都/d 能/v 掀开/v 她/r 的/uj 马车/n ，/x 把/p 她/r 当/p 稀罕物/n 看/v 。/x,"['随便', '掀开', '马车', '稀罕物']"
这个小屁孩的脑子里，也就只有这点事儿了。,Group_Child,这个 小屁孩 的 脑子里 ， 也 就 只有 这点 事儿 了 。,r nr uj n x d d c mq n ul x,这个/r 小屁孩/nr 的/uj 脑子里/n ，/x 也/d 就/d 只有/c 这点/mq 事儿/n 了/ul 。/x,"['脑子里', '事儿']"
叛逆青年的加入，给巡山队带来了生机和头疼。,Group_Child,叛逆 青年 的 加入 ， 给 巡山 队 带来 了 生机 和 头疼 。,v t uj v x p n n v ul n c a x,叛逆/v 青年/t 的/uj 加入/v ，/x 给/p 巡山/n 队/n 带来/v 了/ul 生机/n 和/c 头疼/a 。/x,"['叛逆', '青年', '巡山', '带来', '生机', '头疼']"
他是个磨磨唧唧的小屁孩。,Group_Child,他 是 个 磨磨 唧唧 的 小屁孩 。,r v q v o uj nr x,他/r 是/v 个/q 磨磨/v 唧唧/o 的/uj 小屁孩/nr 。/x,"['磨磨', '唧唧']"
周末的书店里全是小屁孩，吵死了。,Group_Child,周末 的 书店 里 全 是 小屁孩 ， 吵死 了 。,t uj n f a v nr x v ul x,周末/t 的/uj 书店/n 里/f 全/a 是/v 小屁孩/nr ，/x 吵死/v 了/ul 。/x,"['周末', '书店', '吵死']"
那个老阿姨被一个小屁孩撞飞了。,Group_Child,那个 老 阿姨 被 一个 小屁孩 撞 飞 了 。,r a nr p m nr v v ul x,那个/r 老/a 阿姨/nr 被/p 一个/m 小屁孩/nr 撞/v 飞/v 了/ul 。/x,['阿姨']
人们把少年时的勇气当做叛逆。,Group_Child,人们 把 少年 时 的 勇气 当做 叛逆 。,n p m ng uj n v v x,人们/n 把/p 少年/m 时/ng 的/uj 勇气/n 当做/v 叛逆/v 。/x,"['少年', '勇气', '当做', '叛逆']"
我困得要死，真想毒哑车厢里大叫的那个小屁孩。,Group_Child,我 困 得 要死 ， 真想毒 哑 车厢 里 大叫 的 那个 小屁孩 。,r v ud v x l n n f v uj r nr x,我/r 困/v 得/ud 要死/v ，/x 真想毒/l 哑/n 车厢/n 里/f 大叫/v 的/uj 那个/r 小屁孩/nr 。/x,"['要死', '真想毒', '车厢', '大叫']"
这个小屁孩演这么好干嘛？不知道让让前辈吗？,Group_Child,这个 小屁孩 演 这么 好 干嘛 ？ 不 知道 让 让 前辈 吗 ？,r nr v r a n x d v v v n y x,这个/r 小屁孩/nr 演/v 这么/r 好/a 干嘛/n ？/x 不/d 知道/v 让/v 让/v 前辈/n 吗/y ？/x,"['干嘛', '前辈']"
被小屁孩叫阿姨了，气死我了！,Group_Child,被 小屁孩 叫 阿姨 了 ， 气死我了 ！,p nr v nr ul x l x,被/p 小屁孩/nr 叫/v 阿姨/nr 了/ul ，/x 气死我了/l ！/x,"['阿姨', '气死我了']"
在店里外放抖音的小屁孩能不能死一死？,Group_Child,在 店里 外放 抖 音 的 小屁孩 能 不能 死 一 死 ？,p n v v n uj nr v v v m v x,在/p 店里/n 外放/v 抖/v 音/n 的/uj 小屁孩/nr 能/v 不能/v 死/v 一/m 死/v ？/x,"['店里', '外放']"
十四岁的人就是一群小屁孩。,Group_Child,十四岁 的 人 就是 一群 小屁孩 。,m uj n d m nr x,十四岁/m 的/uj 人/n 就是/d 一群/m 小屁孩/nr 。/x,['十四岁']
他们两个更像是嘻嘻哈哈的小屁孩。,Group_Child,他们 两个 更 像是 嘻嘻哈哈 的 小屁孩 。,r m d v z uj nr x,他们/r 两个/m 更/d 像是/v 嘻嘻哈哈/z 的/uj 小屁孩/nr 。/x,"['像是', '嘻嘻哈哈']"
他其实还是个陷在回忆里想不开的小屁孩。,Group_Child,他 其实 还是 个 陷 在 回忆 里 想不开 的 小屁孩 。,r d c m v p v f v uj nr x,他/r 其实/d 还是/c 个/m 陷/v 在/p 回忆/v 里/f 想不开/v 的/uj 小屁孩/nr 。/x,"['回忆', '想不开']"
一边是小屁孩在咳嗽，一边是窗外有人在吵架，我快崩溃了。,Group_Child,一边 是 小屁孩 在 咳嗽 ， 一边 是 窗外 有人 在 吵架 ， 我 快 崩溃 了 。,d v nr p v x d v s r p v x r d v ul x,一边/d 是/v 小屁孩/nr 在/p 咳嗽/v ，/x 一边/d 是/v 窗外/s 有人/r 在/p 吵架/v ，/x 我/r 快/d 崩溃/v 了/ul 。/x,"['咳嗽', '窗外', '有人', '吵架', '崩溃']"
我一个16岁的小屁孩，为什么要幻想自己老无所依？,Group_Child,我 一个 16 岁 的 小屁孩 ， 为什么 要 幻想 自己 老无所依 ？,r m m m uj nr x r v n r i x,我/r 一个/m 16/m 岁/m 的/uj 小屁孩/nr ，/x 为什么/r 要/v 幻想/n 自己/r 老无所依/i ？/x,"['16', '幻想', '老无所依']"
他就像个幼儿园里爱揪女孩辫子的小屁孩。,Group_Child,他 就 像 个 幼儿园 里 爱 揪 女孩 辫子 的 小屁孩 。,r d v q nr f v v n n uj nr x,他/r 就/d 像/v 个/q 幼儿园/nr 里/f 爱/v 揪/v 女孩/n 辫子/n 的/uj 小屁孩/nr 。/x,"['幼儿园', '女孩', '辫子']"
你怎么还跟个小屁孩一样？,Group_Child,你 怎么 还 跟 个 小屁孩 一样 ？,r r d p m nr r x,你/r 怎么/r 还/d 跟/p 个/m 小屁孩/nr 一样/r ？/x,[]
现在连小屁孩都来给我催婚了。,Group_Child,现在 连 小屁孩 都 来 给 我 催婚 了 。,t nr nr d v p r v ul x,现在/t 连/nr 小屁孩/nr 都/d 来/v 给/p 我/r 催婚/v 了/ul 。/x,['催婚']
完蛋了，儿子到叛逆期了，怎么办？,Group_Child,完蛋 了 ， 儿子 到 叛逆 期 了 ， 怎么办 ？,v ul x n v v q ul x l x,完蛋/v 了/ul ，/x 儿子/n 到/v 叛逆/v 期/q 了/ul ，/x 怎么办/l ？/x,"['完蛋', '叛逆']"
角色都变成了小屁孩，这是要做养成系明星吗？,Group_Child,角色 都 变成 了 小屁孩 ， 这 是 要 做 养成 系 明星 吗 ？,n d v ul nr x r v v v v v nr y x,角色/n 都/d 变成/v 了/ul 小屁孩/nr ，/x 这/r 是/v 要/v 做/v 养成/v 系/v 明星/nr 吗/y ？/x,"['角色', '养成', '明星']"
他活了一个世纪，还是像个不成熟的小屁孩。,Group_Child,他 活 了 一个 世纪 ， 还是 像 个 不 成熟 的 小屁孩 。,r v ul m n x c v q d a uj nr x,他/r 活/v 了/ul 一个/m 世纪/n ，/x 还是/c 像/v 个/q 不/d 成熟/a 的/uj 小屁孩/nr 。/x,"['世纪', '成熟']"
